INPUT_TABLE,,,,,,,,,
Variable ID,,,,,,,,,
IndiaTranTechInterp_new,,,,,,,,,
,,,,,,,,,
region,supplysector,tranSubsector,tranTechnology,apply.to,from.year,to.year,from.value,to-value,interpolation.function
TN,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
TR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
TR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
TR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
TR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
TR,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
TS,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
TS,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
TS,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
TS,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
TS,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
UK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
UK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
UK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
UK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
UK,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
UP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
UP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
UP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
UP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
UP,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
WB,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2010,2025,0,0,fixed
WB,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2025,2070,0.1,0.15,linear
WB,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2065,2070,0.15,0.2,fixed
WB,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2070,2100,0.2,0.25,fixed
WB,trn_pass_road_LDV_4W,LDV_4W,FCEV,share-weight,2095,2100,0.25,0.25,fixed
AN,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
AN,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
AN,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
AN,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
AN,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
AP,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
AP,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
AP,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
AP,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
AP,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
AR,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
AR,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
AR,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
AR,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
AR,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
AS,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
AS,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
AS,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
AS,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
AS,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
BR,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
BR,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
BR,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
BR,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
BR,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
CG,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
CG,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
CG,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
CG,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
CG,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
CH,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
CH,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
CH,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
CH,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
CH,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
DD,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
DD,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
DD,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
DD,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
DD,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
DL,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
DL,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
DL,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
DL,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
DL,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
DN,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
DN,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
DN,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
DN,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
DN,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
GA,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
GA,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
GA,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
GA,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
GA,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
GJ,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
GJ,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
GJ,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
GJ,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
GJ,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
HP,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
HP,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
HP,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
HP,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
HP,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
HR,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
HR,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
HR,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
HR,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
HR,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
JH,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
JH,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
JH,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
JH,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
JH,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
JK,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
JK,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
JK,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
JK,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
JK,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
KA,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
KA,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
KA,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
KA,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
KA,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
KL,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
KL,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
KL,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
KL,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
KL,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
LA,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
LA,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
LA,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
LA,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
LA,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
LD,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
LD,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
LD,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
LD,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
LD,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
MH,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
MH,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
MH,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,linear
MH,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,linear
MH,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
ML,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
ML,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
ML,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
ML,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
ML,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
MN,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
MN,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
MN,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
MN,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
MN,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
MP,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
MP,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
MP,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
MP,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
MP,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
MZ,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
MZ,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
MZ,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
MZ,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
MZ,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
NL,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
NL,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
NL,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
NL,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
NL,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
OD,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
OD,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
OD,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
OD,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
OD,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
PB,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
PB,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
PB,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
PB,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
PB,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
PC,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
PC,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
PC,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
PC,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
PC,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
RJ,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
RJ,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
RJ,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
RJ,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
RJ,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
SK,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
SK,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
SK,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
SK,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
SK,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
TN,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
TN,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
TN,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
TN,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
TN,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
TR,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
TR,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
TR,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
TR,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
TR,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
TS,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
TS,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
TS,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
TS,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
TS,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
UK,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
UK,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
UK,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
UK,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
UK,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
UP,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
UP,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
UP,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
UP,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
UP,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
WB,trn_freight_road,Truck,FCEV,share-weight,2010,2025,0,0,fixed
WB,trn_freight_road,Truck,FCEV,share-weight,2025,2070,0.01,0.04,linear
WB,trn_freight_road,Truck,FCEV,share-weight,2065,2070,0.04,0.04,fixed
WB,trn_freight_road,Truck,FCEV,share-weight,2070,2100,0.04,0.25,fixed
WB,trn_freight_road,Truck,FCEV,share-weight,2095,2100,0.25,0.25,fixed
